subject,period.start,period.end,history.json
hospital 46,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:09', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 47,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:09', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 47,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:09', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 47,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:09', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Improving']}"
hospital 47,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T15:34:10', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Loss']}"
hospital 47,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:10', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 47,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T15:34:10', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 47,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:10', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 47,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T15:34:11', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 47,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T15:34:11', 'measure': 'Physician-language-01', 'acceptable_by': ['Goal Gain']}"
hospital 47,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8927dac9-5088-4236-b91d-ff92756f6ac5', 'message_template_name': 'Achieved Peer Average', 'message_generated_datetime': '2025-10-08T15:34:11', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Gain']}"
hospital 47,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T15:34:11', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 48,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:11', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 48,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T15:34:11', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 48,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:12', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Improving']}"
hospital 48,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:12', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
hospital 48,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T15:34:12', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Loss']}"
hospital 48,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:12', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 48,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T15:34:12', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 48,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:12', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 48,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:13', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 48,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:13', 'measure': 'Physician-language-01', 'acceptable_by': ['Improving']}"
hospital 48,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:13', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 49,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:13', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 49,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:13', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 49,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:13', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 49,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T15:34:14', 'measure': 'Nurse-language-01', 'acceptable_by': ['Goal Worse']}"
hospital 49,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:14', 'measure': 'Discharge-01', 'acceptable_by': ['Social Approach']}"
hospital 49,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:14', 'measure': 'Nurse-language-01', 'acceptable_by': ['Improving']}"
hospital 49,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T15:34:14', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 49,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:14', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
hospital 49,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:15', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 49,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T15:34:15', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Goal Loss']}"
hospital 49,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T15:34:15', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Loss']}"
hospital 50,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:15', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 50,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:15', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Worse']}"
hospital 50,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:15', 'measure': 'Physician-informed-01', 'acceptable_by': ['Improving']}"
hospital 50,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T15:34:16', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 50,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:16', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 50,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:16', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
hospital 50,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T15:34:16', 'measure': 'Care-Rating-01', 'acceptable_by': ['Goal Gain']}"
hospital 50,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T15:34:16', 'measure': 'Hand-01', 'acceptable_by': ['Social Loss']}"
hospital 50,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:17', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 50,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:17', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Improving']}"
hospital 50,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T15:34:17', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 51,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:17', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
hospital 51,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T15:34:17', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 51,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:17', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Improving']}"
hospital 51,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:18', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 51,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T15:34:18', 'measure': 'Hand-01', 'acceptable_by': ['Social Loss']}"
hospital 51,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T15:34:18', 'measure': 'Care-Rating-01', 'acceptable_by': ['Goal Loss']}"
hospital 51,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T15:34:18', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 51,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T15:34:18', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 51,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:19', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 51,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:19', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Worsening']}"
hospital 51,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T15:34:19', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 52,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:19', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 52,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:19', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 52,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:19', 'measure': 'Discharge-01', 'acceptable_by': ['Worsening']}"
hospital 52,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:20', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Improving']}"
hospital 52,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T15:34:20', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 52,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T15:34:20', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Goal Worse']}"
hospital 52,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:20', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Gain']}"
hospital 52,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:20', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
hospital 52,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:21', 'measure': 'Nurse-language-01', 'acceptable_by': ['Worsening']}"
hospital 52,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T15:34:21', 'measure': 'Hand-01', 'acceptable_by': ['Goal Gain']}"
hospital 52,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:21', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
hospital 53,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:21', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 53,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T15:34:21', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 53,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:22', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
hospital 53,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:22', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 53,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:22', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Worsening']}"
hospital 53,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:22', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Gain']}"
hospital 53,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8927dac9-5088-4236-b91d-ff92756f6ac5', 'message_template_name': 'Achieved Peer Average', 'message_generated_datetime': '2025-10-08T15:34:22', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Gain']}"
hospital 53,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:22', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
hospital 53,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T15:34:22', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Loss']}"
hospital 53,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T15:34:23', 'measure': 'Hand-01', 'acceptable_by': ['Goal Loss']}"
hospital 53,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:23', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 54,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:23', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 54,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:23', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 54,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T15:34:23', 'measure': 'Nurse-language-01', 'acceptable_by': ['Worsening']}"
hospital 54,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T15:34:24', 'measure': 'Physician-informed-01', 'acceptable_by': ['Goal Worse']}"
hospital 54,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T15:34:24', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 54,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T15:34:24', 'measure': 'Physician-informed-01', 'acceptable_by': ['Improving']}"
hospital 54,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:24', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Gain']}"
hospital 54,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:24', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 54,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T15:34:24', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Gain']}"
hospital 54,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:25', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
hospital 54,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:25', 'measure': 'Transfer-01', 'acceptable_by': ['Social Worse']}"
hospital 55,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T15:34:25', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 55,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T15:34:25', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
