identifier,measure,subject,period.start,period.end,measureScore.rate,measureScore.denominator,measureScore.range
feb38419-65f1-459e-93fd-adf5ec38fa89,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,0.8,3911,0
e9d2d664-6b8d-406a-8792-bb667242251e,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,0.75,805,0
5df7936b-ea08-4efc-9fea-d04f89c0915f,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,0.78,3217,0
681b689f-2fb1-4ef0-bf98-aa279a6dc08a,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,0.77,2172,0
0607f066-e519-44dc-bdc4-7885f64a1815,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,0.82,3739,0
85ba83be-fd06-4802-965e-4df9d96b9f6e,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,0.82,468,0
6537bf6e-3bb1-4e19-9a19-f0768e6f36d3,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,0.95,2678,0
be121c3d-b321-4d09-9ce1-3711d2a0aa8d,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,0.83,187,0
6f90df7a-1b1e-472a-8e63-cf373111442b,Clean-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,0.89,4577,0
83a366b2-ebb4-43db-98ab-19c4fdee8811,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-02-01,2024-02-29,0.71,4304,0
384c7f87-b340-431c-862c-9b0c4cc39b2e,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-03-01,2024-03-31,0.56,942,0
a2f1e668-7872-473f-b3c4-a6cfe3358f38,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-04-01,2024-04-30,0.69,3206,0
9fe22f53-48d9-44bf-9cbe-91e96c725711,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,0.74,886,0
3024751f-9ba1-43af-816b-4167bbe3f957,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,0.59,3876,0
b1db631b-262e-415f-9572-15e889bf5f6c,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,0.75,477,0
624578c8-1799-4eef-ad21-1fcad85d70fc,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,0.87,2697,0
18a4ffd5-d070-4d48-aa5e-af7da2de111f,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,0.58,1670,0
6985ac13-0ba6-4528-9e23-7b28096c9200,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,0.85,2837,0
1788c87f-30bf-4151-a5cd-2aaa93b2c702,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,0.69,2854,0
4282d987-8497-4e92-a14b-575a4de7a5e8,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,0.84,2742,0
06d64747-85d8-4ae5-a6d4-40dd3620b572,Quiet-Rating-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,0.64,2258,0
1a406175-c4d2-4f30-89af-feb599527bf8,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-02-01,2024-02-29,0.98,1440,0
46c63074-3e5d-45b4-9e4e-4904a0efca18,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-03-01,2024-03-31,0.95,847,0
08a8a903-9617-469b-abbf-2e92e85d94d5,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-04-01,2024-04-30,1.0,2508,0
5374e176-7b77-4320-b339-ac09dd87a614,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,1.0,3385,0
e1e4ed9c-ff87-4f6e-8e6c-1bedb8c81b20,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,0.83,2700,0
5e882f5e-c1e7-4311-a749-50150b7ed0c2,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,0.92,1016,0
e0d6b153-695f-471e-9a52-c91c6aaa3086,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,0.87,1003,0
6d0d51bc-b560-48b3-a1fc-d3fe382c049b,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,1.0,302,0
057f13be-ea96-4587-a2cd-ff45ae5f9bdc,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,0.91,316,0
60c64107-4e89-4ab4-98c9-2b4752aa636d,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,0.9,2594,0
5d142f30-01e3-44ff-b6e0-6d8823327a5e,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,1.0,4729,0
06db6f55-d300-4b43-9bb1-805c9d89d719,Patient-Concern-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,1.0,445,0
9396b9dd-09f7-45fb-b681-787575052c00,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-02-01,2024-02-29,0.94,2927,0
0d863027-e5ed-4500-a633-a35eeaeb9e99,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-03-01,2024-03-31,0.76,3259,0
6a9c2ed7-da52-4bcb-a0d8-b70078985cbb,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-04-01,2024-04-30,0.76,2014,0
8badbbf6-7fc6-4b90-a0d9-e695d5d88de4,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,0.78,468,0
de235f18-ae0a-4277-af0b-015bd5d4cef0,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,0.77,3011,0
33eabc86-3e13-4abb-9fee-d5fccf0c9430,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,0.58,3304,0
77954920-c107-45b1-a0e4-940f4750f5e6,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,0.79,1521,0
b2892bfd-5879-429c-9fd2-b4ca5d2e7fe9,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,0.53,278,0
cd7b9f4a-319a-4927-868b-0180bd118196,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,0.68,327,0
36d326b3-c63d-4523-a9bb-ddf49f0c6aef,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,0.97,3208,0
58486ec3-9146-4b9b-bd02-7edeac1654ba,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,0.51,968,0
2365dc62-1e13-45d1-bf95-1dc93e17dac7,Discharge-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,0.94,4661,0
6aaa43ef-eeaa-4697-86ad-63d41129f236,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-02-01,2024-02-29,0.83,1714,0
5ce717bb-a745-4f14-96fc-e18170b9b1ad,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-03-01,2024-03-31,0.9,4279,0
e6623e36-11f7-41cb-be47-d8142e35d35a,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-04-01,2024-04-30,0.94,3225,0
e307e44e-1a2c-4791-9a4b-dd28b72849a1,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,0.77,302,0
3af30115-a738-46f4-b762-8352771292c4,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,0.93,3787,0
660c92a9-dbf8-4db6-875e-62a022cd94c7,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,0.79,3284,0
9e584cc7-4391-45f7-a762-e58aec99e160,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,0.92,1746,0
e02368b3-4d4f-4c86-a6cc-9a9510047ffd,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,0.88,4239,0
2f5c9bfb-56aa-4d27-ab2a-f7254621bf74,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,1.0,1883,0
be3a1b7c-56a5-44c4-9bbc-52daa0f513f3,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,0.96,1067,0
06a756c4-62f4-48bb-9f67-29c25b3349fd,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,0.97,4936,0
162caeaa-aa59-4986-8220-ffb4af942f00,Nurse-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,0.99,2316,0
15bbe908-c16a-4000-a8db-e6e348337b1a,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-02-01,2024-02-29,0.88,488,0
ecb8fbf2-a01a-4f84-aed9-6209692a4445,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-03-01,2024-03-31,0.9,1793,0
5a49144d-e855-4297-806a-362035e5ccc5,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-04-01,2024-04-30,0.87,2452,0
08f338a2-818c-4638-914f-9870f4edf393,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,0.61,3363,0
1773bf8c-8751-43ef-8010-59f137326b5c,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,1.0,151,0
bffe0dae-e173-48ca-8d1f-c937edea50b1,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,1.0,2553,0
44be42e4-5ff1-4177-8f84-35535837f65c,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,1.0,4460,0
76ebe05f-7581-4cb0-b25e-b478d4c2f4e4,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,1.0,4998,0
96451cf0-b662-4908-aa01-404f6063735e,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,1.0,58,0
30b9363f-1a1c-4ca0-9952-a4ded8c5cfd3,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,1.0,4307,0
e5a1c387-7ae8-443b-8f57-e6e5c590fb4c,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,1.0,3789,0
e1160b4e-7989-4b8a-a8be-d320ea91bbb7,Nurse-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,0.77,2070,0
071c6f7f-1bf2-4a89-af0a-5a75a6b462d0,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-02-01,2024-02-29,0.83,1915,0
65cf41cd-336b-49eb-8f91-3b793f892539,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-03-01,2024-03-31,0.85,3426,0
86f0626b-bbb7-4116-b199-58f6f2b6f932,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-04-01,2024-04-30,1.0,2018,0
adc61bad-fd86-4fa8-af80-299cb552d1f9,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,1.0,285,0
a2c355c6-0b70-43a9-86ad-5f3bd968a4f6,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,0.93,4616,0
de666984-f302-40b1-b899-2c1330c6ba98,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,0.89,1666,0
5c1485e9-cf1d-4a23-9ce9-f468ba342e3b,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,0.87,1870,0
2ff29b39-181e-49f9-b8e0-52ef7c44ef5a,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,1.0,4615,0
df77fa3d-5ebb-424a-957e-f6a8c277e812,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,0.78,4299,0
a5d818f1-bae1-4063-8c46-ca382fb0de39,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,0.95,1218,0
1e5e420e-78e0-4f0e-bf57-731ea3a5199e,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,0.79,1536,0
f83348b6-1ea5-4591-bfaa-20507fd14b71,Physician-language-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,1.0,2105,0
0cc3db8c-9985-490e-9d16-b4e1eff151e2,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-02-01,2024-02-29,0.59,1696,0
29936732-39fa-4889-80e5-da6c5d3c3203,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-03-01,2024-03-31,0.96,1238,0
119ba548-5875-4763-b509-b354795d1cb3,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-04-01,2024-04-30,0.82,2600,0
897fe0b8-8e6b-4680-9a24-81b848c2db26,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,0.9,1740,0
42369565-8c67-4e26-9f7d-15feb70b0c2c,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,0.91,2530,0
952878aa-cca4-4319-bb34-fd3e39f134d3,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,1.0,1850,0
18204274-c8ac-4f8e-92e8-f35596a2f6c1,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,0.76,3280,0
e5d09735-4d42-498b-9891-2d82460b01b6,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,0.93,1588,0
832e67ae-4b1a-40be-9c10-20d4ed5522d2,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,0.87,2696,0
191ccb61-59ed-41f5-a153-f9c82a8d5c33,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,0.71,681,0
6ab6266d-af02-4b5f-b7a6-980d8c52b531,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,0.79,452,0
de185e7e-591d-475a-acea-3b4a1dad810c,Physician-informed-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,0.79,3374,0
6ed27c7d-fdfc-4f5a-b170-952fea544b0b,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-02-01,2024-02-29,0.16,2682,0
2636fd2a-c3ea-44b2-ae3f-25e7146aad48,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-03-01,2024-03-31,0.13,3361,0
a7d3c4de-1c0a-4902-aac8-0ff372dee7bc,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-04-01,2024-04-30,0.14,1405,0
ec12222a-3992-4eb4-961e-8f60e1bcfa34,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-05-01,2024-05-31,0.1,4246,0
cb1043ca-1117-44df-909f-8a0dd896dc9b,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-06-01,2024-06-30,0.12,2823,0
52d6f4c2-ee2e-4c26-b2a3-51570b5248fb,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-07-01,2024-07-31,0.13,3278,0
710e6e6c-ad78-40e8-b06b-310d299ee848,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-08-01,2024-08-31,0.15,2200,0
d6fb5e47-9213-462d-a46a-b137dcd698d0,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-09-01,2024-09-30,0.12,4775,0
a295304d-7785-46f8-89da-5a6e8dae762a,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-10-01,2024-10-31,0.18,1805,0
27896acc-fe57-42d7-8397-368772964e24,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-11-01,2024-11-30,0.1,3936,0
6c9a916f-eea1-4fa7-b3f1-32efa310c72d,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2024-12-01,2024-12-31,0.15,2250,0
826ebef8-54ae-4242-b093-03ca1b5ed50b,Readmission-Ratting-01,a795b904-bb72-4d49-a4d7-f1d6da1e93a4,2025-01-01,2025-01-31,0.14,1837,0
f4cff951-76cf-498d-a083-16088ea2be9d,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-02-01,2024-02-29,0.42,4731,0
e77c19aa-073f-404c-a1a4-0d8c474ed4be,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-03-01,2024-03-31,0.59,2390,0
2cabb238-bd98-44d1-b6ce-a1821263ea88,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-04-01,2024-04-30,0.55,4766,0
85fd3189-4a3a-4839-81f7-c1812e1fafd1,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-05-01,2024-05-31,0.36,3853,0
70c3e5b8-f8b9-48f6-8689-1a372b918d22,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-06-01,2024-06-30,0.5,4780,0
9d505fe6-a187-4e19-a9a3-b9e403a23f34,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-07-01,2024-07-31,0.57,1299,0
16fafb5e-a694-4b33-80e8-928210da3223,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-08-01,2024-08-31,0.49,1368,0
024afe25-a0da-4b33-ad1e-b6f94981583f,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-09-01,2024-09-30,0.45,1545,0
9f4b359a-65bc-4bff-9cd9-16b3a2d7e816,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-10-01,2024-10-31,0.46,4954,0
bc2e2cb2-7551-4f11-8cbf-93b974459335,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-11-01,2024-11-30,0.59,4880,0
d8769deb-c5d6-41d8-9f37-fc4e27c09fd4,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-12-01,2024-12-31,0.52,4185,0
cfe72e39-aa96-49d7-88c7-93fad33e2564,Transfer-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2025-01-01,2025-01-31,0.65,63,0
3398a0af-3bbe-4398-a40a-ba633aafe13b,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-02-01,2024-02-29,1.0,2304,0
0e319a2c-d336-4665-a1d9-84049472c4b3,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-03-01,2024-03-31,0.99,1147,0
a7fef9e3-9edb-4629-80b1-58d088025aa8,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-04-01,2024-04-30,0.97,4090,0
31734a3c-e8b3-4aa4-9a60-9ac7dd14c629,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-05-01,2024-05-31,1.0,1678,0
d88a1c18-a40f-4d2d-8329-0cbc440c496d,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-06-01,2024-06-30,0.63,4308,0
6db2d55a-aed0-444e-9431-3758ba8e70ce,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-07-01,2024-07-31,1.0,1142,0
c510f018-75e8-4cae-9216-a163f34bd430,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-08-01,2024-08-31,1.0,2503,0
f5aba767-59ec-4fae-9cca-81879c33a320,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-09-01,2024-09-30,1.0,4870,0
15368d51-7392-4d0b-a972-59a5386c094d,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-10-01,2024-10-31,0.76,2552,0
079e4759-a281-4eff-adea-91d2b98bd9ca,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-11-01,2024-11-30,0.96,1843,0
daafeae3-1b1b-48a4-85d0-32ab72835c53,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-12-01,2024-12-31,1.0,4498,0
3b111200-07f7-4379-b7d5-659d1f8a6908,Hand-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2025-01-01,2025-01-31,0.9,3013,0
3df9409f-84da-4c9d-a012-a2f489c3d010,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-02-01,2024-02-29,1.0,4073,0
a14ff94c-21d8-4d3e-bab1-feaff1af107c,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-03-01,2024-03-31,1.0,678,0
1cafa283-cde4-4c74-a034-692b44297d51,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-04-01,2024-04-30,0.96,1432,0
9d035322-bf03-4c0a-8aa0-cd4ce5ff85c8,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-05-01,2024-05-31,0.87,3564,0
ba37add3-8be0-4aa7-ba5c-626eb61c0a7c,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-06-01,2024-06-30,1.0,2755,0
f250d067-169d-40b5-b54b-e08c50495c04,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-07-01,2024-07-31,0.94,3093,0
92ce0765-4a8e-4709-baf9-f1454b2ab572,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-08-01,2024-08-31,1.0,1997,0
c907ecab-372d-4e60-b65c-daabadf1f178,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-09-01,2024-09-30,0.84,1586,0
ec07fdc8-9935-461b-9dae-493e97311fe8,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-10-01,2024-10-31,0.99,4548,0
dffa91f7-bf4e-449b-a830-ae9604621169,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-11-01,2024-11-30,0.96,980,0
9c853df9-beed-4091-9abc-21e6cff8c5c1,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-12-01,2024-12-31,1.0,1817,0
3793f352-e550-463b-aa09-a6cde7ba0c37,Provider-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2025-01-01,2025-01-31,0.95,1004,0
b3336ecb-4d5d-4376-b3e5-65de77d97b46,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-02-01,2024-02-29,0.89,3829,0
76a2fc30-a9fe-4eb1-b39e-71dac3a01948,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-03-01,2024-03-31,1.0,4437,0
7ef2a53e-f32a-4c8b-a514-1bc06c8a4ae9,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-04-01,2024-04-30,1.0,2226,0
34a2a3c2-3e72-4484-9c81-da2ca1495575,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-05-01,2024-05-31,1.0,320,0
d74d58ae-cacc-425f-8869-65d323a25618,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-06-01,2024-06-30,1.0,259,0
d0ae925c-a2e1-42a8-81e7-9d4d42282a7a,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-07-01,2024-07-31,0.81,4007,0
93dba776-7366-49c5-acf0-e6f81a7c0c6f,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-08-01,2024-08-31,0.8,2168,0
de55572a-c2d4-4a97-9239-f7ef0b8ef202,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-09-01,2024-09-30,1.0,1957,0
3b776328-5c36-42a3-bc9a-c2682bd0691c,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-10-01,2024-10-31,1.0,288,0
774ffb5c-af01-46cd-95f0-d94ceda94664,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-11-01,2024-11-30,0.88,4425,0
f579ebeb-6f6b-458b-9fd8-f6f25ac26a8b,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-12-01,2024-12-31,0.89,977,0
099490b1-d56a-49c6-9801-ab8e0babe011,Care-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2025-01-01,2025-01-31,1.0,3905,0
2d59cec0-c727-427d-a813-3039d2c0e91c,Clean-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-02-01,2024-02-29,0.87,2544,0
8d5d2051-f2b6-40f1-b617-7deb2be2a35f,Clean-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-03-01,2024-03-31,0.96,4221,0
44ee0718-6931-41e3-b369-4a1d753b72df,Clean-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-04-01,2024-04-30,0.82,3424,0
67aad14d-66ce-43f1-99d3-e9bf27374d8a,Clean-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-05-01,2024-05-31,1.0,1833,0
39bc349f-d781-4560-a6a2-4a9ce342f19b,Clean-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-06-01,2024-06-30,0.78,3278,0
54020728-9915-476f-85c0-808d2750f7a6,Clean-Rating-01,10bc62be-141c-4b0f-80a4-515fa9c5f24c,2024-07-01,2024-07-31,0.75,402,0
